GeneName GeneCluster chr start end
2834 ENSG00000073921 14 11 85957684 86069882
2835 ENSG00000163686 14 3 58237506 58295693
2836 ENSG00000135677 14 12 64713445 64759447
2837 ENSG00000272692 14 10 75409157 75411842
2838 ENSG00000232415 14 7 74059576 74062284
2839 ENSG00000108846 14 17 50634777 50692252
2840 ENSG00000112096 14 6 159669057 159762529
2841 ENSG00000203876 14 10 109940104 110008381
2842 ENSG00000239246 14 17 62516321 62516767
2843 ENSG00000236312 14 19 22368599 22368952
2844 ENSG00000125848 14 20 14322988 14337616
2845 ENSG00000254604 14 11 70282367 70363368
2846 ENSG00000257551 14 1 220832763 220880140
2847 ENSG00000159224 14 17 48958554 48968596
2848 ENSG00000172971 14 3 75619506 75623849
2849 ENSG00000164683 14 8 79764010 79767863
2850 ENSG00000251070 14 NA NA NA
2851 ENSG00000254109 14 8 30382119 30385401
2852 ENSG00000072682 14 5 132191838 132295315
2853 ENSG00000131724 14 X 118727572 118794539
2854 ENSG00000136048 14 12 101877351 102012130
2855 ENSG00000213614 14 15 72340919 72376476
2856 ENSG00000226544 14 5 72725419 72726151
2857 ENSG00000229299 14 20 63744689 63745958
2858 ENSG00000104213 14 8 17576433 17644071
2859 ENSG00000107745 14 10 72367327 72626191
2860 ENSG00000224413 14 21 46037052 46039807
2861 ENSG00000231948 14 2 20590775 20592548
2862 ENSG00000129083 14 11 14443440 14500027
2863 ENSG00000234693 14 20 50645471 50662275
2864 ENSG00000102144 14 X 78065188 78129296
2865 ENSG00000138760 14 4 76158737 76213893
2866 ENSG00000119938 14 10 91628442 91633054
2867 ENSG00000107185 14 9 35749287 35758575
2868 ENSG00000196998 14 X 49071470 49101170
2869 ENSG00000236411 14 3 37789921 37790445
2870 ENSG00000270178 14 3 179804063 179804366
2871 ENSG00000268628 14 20 19756390 19758037
2872 ENSG00000134202 14 1 109733932 109741038
2873 ENSG00000135622 14 2 74654228 74683853
2874 ENSG00000241061 14 15 24908932 24909825
2875 ENSG00000183255 14 21 44849585 44873903
2876 ENSG00000233913 14 5 168616352 168616996
2877 ENSG00000165410 14 14 34706769 34714823
2878 ENSG00000122884 14 10 73007217 73096974
2879 ENSG00000259806 14 NA NA NA
2880 ENSG00000224072 14 X 46454097 46457199
2881 ENSG00000088854 14 20 3249305 3407625
2882 ENSG00000185761 14 19 1505018 1513604
2883 ENSG00000101346 14 20 32207880 32238667
2884 ENSG00000068912 14 2 53787044 53818819
2885 ENSG00000143429 14 2 91617160 91659972
2886 ENSG00000105996 14 7 27100354 27102811
2887 ENSG00000105997 14 7 27106184 27152581
2888 ENSG00000162695 14 1 100896076 100981753
2889 ENSG00000186792 14 3 50292831 50299468
2890 ENSG00000178464 14 19 12643275 12643919
2891 ENSG00000128641 14 2 191245185 191425389
2892 ENSG00000272953 14 7 5425770 5426401
2893 ENSG00000263432 14 5 123022487 123022783
2894 ENSG00000212978 14 2 61141592 61144969
2895 ENSG00000138604 14 15 69160584 69272217
2896 ENSG00000260868 14 2 174025280 174027163
2897 ENSG00000140961 14 16 83948282 83966332
2898 ENSG00000267069 14 18 12288308 12291488
2899 ENSG00000229056 14 2 196260024 196264204
2900 ENSG00000272361 14 7 16593626 16594224
2901 ENSG00000183779 14 8 37695751 37700021
2902 ENSG00000085982 14 2 233475520 233566782
2903 ENSG00000213949 14 5 52787896 52959210
2904 ENSG00000226824 14 7 66654538 66669855
2905 ENSG00000102910 14 16 48244296 48363122
2906 ENSG00000233817 14 9 113619228 113622634
2907 ENSG00000183444 14 7 97966090 97967074
2908 ENSG00000147223 14 X 106900063 106903335
2909 ENSG00000176142 14 3 119429500 119468830
2910 ENSG00000076053 14 11 114400030 114414203
2911 ENSG00000140279 14 15 45092650 45114344
2912 ENSG00000256514 14 11 67351572 67373584
2913 ENSG00000158104 14 12 121839527 121863596
2914 ENSG00000157827 14 2 152335237 152649834
2915 ENSG00000259970 14 3 49684480 49684983
2916 ENSG00000135093 14 12 109023089 109088026
2917 ENSG00000224818 14 1 201464383 201465146
2918 ENSG00000232527 14 1 144227030 144250288
2919 ENSG00000227482 14 9 113650956 113682855
2920 ENSG00000228933 14 X 27174920 27398997
2921 ENSG00000118518 14 6 127266610 127288567
2922 ENSG00000118515 14 6 134169246 134318112
2923 ENSG00000150938 14 2 36355926 36551135
2924 ENSG00000166275 14 10 102854223 102864961
2925 ENSG00000112414 14 6 142301854 142446266
2926 ENSG00000100600 14 14 92703807 92748702
2927 ENSG00000243650 14 2 230507101 230507386
2928 ENSG00000129493 14 14 31291791 31420582
2929 ENSG00000175946 14 8 123645527 123652950
2930 ENSG00000065308 14 6 52497402 52576915
2931 ENSG00000214199 14 2 106697331 106698676
2932 ENSG00000198018 14 10 99659506 99706240
2933 ENSG00000227158 14 17 17422681 17423704
2934 ENSG00000170145 14 11 111602391 111730853
2935 ENSG00000176354 14 NA NA NA
2936 ENSG00000267439 14 19 35747057 35753415
2937 ENSG00000224186 14 5 135033280 135358219
2938 ENSG00000224183 14 1 25294164 25294643
2939 ENSG00000116035 14 2 70900590 70933446
2940 ENSG00000227295 14 1 158175850 158177755
2941 ENSG00000189171 14 1 153618787 153631360
2942 ENSG00000016864 14 3 52694485 52706083
2943 ENSG00000106366 14 7 101127089 101139266
2944 ENSG00000177707 14 3 111070071 111275563
2945 ENSG00000236058 14 10 118872054 118872602
2946 ENSG00000188662 14 17 50171428 50181178
2947 ENSG00000180398 14 2 46901870 46941855
2948 ENSG00000171471 14 NA NA NA
2949 ENSG00000203797 14 6 110391771 110415562
2950 ENSG00000107159 14 9 35673856 35681159
2951 ENSG00000117525 14 1 94529225 94541800
2952 ENSG00000140859 14 16 57758217 57863053
2953 ENSG00000226415 14 1 76699789 76700538
2954 ENSG00000010626 14 12 6873569 6914243
2955 ENSG00000154229 14 17 66302636 66810743
2956 ENSG00000228232 14 X 39787132 39788136
2957 ENSG00000243491 14 2 9757496 9770341
2958 ENSG00000175906 14 17 43398959 43401137
2959 ENSG00000121039 14 8 73294612 73325281
2960 ENSG00000129226 14 17 7579467 7582113
2961 ENSG00000165996 14 10 17589032 17617377
2962 ENSG00000103351 14 16 3500924 3539048
2963 ENSG00000101150 14 20 63865228 63891545
2964 ENSG00000171943 14 1 121184810 121392822
2965 ENSG00000188554 14 17 43170481 43211689
2966 ENSG00000119185 14 2 9403475 9423547
2967 ENSG00000108219 14 10 80454166 80533123
2968 ENSG00000124193 14 20 43457928 43464247
2969 ENSG00000271584 14 11 111091932 111179641
2970 ENSG00000258938 14 14 35819224 35826765
2971 ENSG00000166579 14 17 8413131 8490411
2972 ENSG00000142188 14 21 33432485 33480011
2973 ENSG00000118680 14 18 3261909 3278284
2974 ENSG00000110330 14 11 102347211 102378670
2975 ENSG00000163132 14 4 4859666 4863936
2976 ENSG00000182326 14 12 6988259 7071032
2977 ENSG00000148834 14 10 104235356 104267459
2978 ENSG00000100196 14 22 38468062 38483447
2979 ENSG00000267280 14 17 61393456 61411555
2980 ENSG00000136816 14 9 129803153 129811281
2981 ENSG00000221930 14 X 130494965 130496588
2982 ENSG00000165916 14 11 47418769 47426473
2983 ENSG00000185420 14 1 245749342 246507312
2984 ENSG00000243629 14 3 157081667 157123004
2985 ENSG00000268379 14 19 57175233 57177921
2986 ENSG00000238039 14 X 149511509 149526264
2987 ENSG00000232472 14 X 24788392 24789069
2988 ENSG00000176871 14 12 118032694 118062430
2989 ENSG00000108826 14 17 50367857 50373214
2990 ENSG00000074695 14 18 59327823 59359962
2991 ENSG00000239332 14 2 46816697 46859007
2992 ENSG00000233266 14 2 54051334 54051760
2993 ENSG00000100934 14 14 39031919 39109646
2994 ENSG00000067208 14 1 92508696 92792404
2995 ENSG00000168062 14 11 64987943 64997045
2996 ENSG00000147121 14 X 46446857 46497422
2997 ENSG00000228242 14 3 14144637 14165978
2998 ENSG00000091137 14 7 107660635 107717809
2999 ENSG00000100938 14 14 24232422 24239242
3000 ENSG00000232004 14 10 43604843 43606251
3001 ENSG00000122863 14 10 71964365 72013564
3002 ENSG00000175197 14 12 57516588 57520517
3003 ENSG00000214273 14 4 190041342 190043414
3004 ENSG00000258808 14 14 51392128 51397135
3005 ENSG00000223508 14 8 213186 232231
3006 ENSG00000012822 14 12 53708517 53727745
3007 ENSG00000261404 14 16 74054151 74296762
3008 ENSG00000167772 14 19 8363289 8374373
3009 ENSG00000268852 14 NA NA NA
3010 ENSG00000142892 14 1 77088990 77219430
3011 ENSG00000145040 14 3 48561727 48563773
3012 ENSG00000138744 14 4 75913657 75941051
3013 ENSG00000101577 14 18 2916994 3013315
3014 ENSG00000269374 14 19 42485076 42485714
3015 ENSG00000225137 14 10 50264978 50266815
3016 ENSG00000248100 14 12 27547050 27552773
3017 ENSG00000219755 14 6 99575712 99576456
3018 ENSG00000260371 14 16 69335091 69356306
3019 ENSG00000127743 14 5 149371324 149404202
3020 ENSG00000044574 14 9 125234853 125241330
3021 ENSG00000253552 14 7 27107777 27134302
3022 ENSG00000137331 14 6 30743199 30744554
3023 ENSG00000235297 14 18 74389884 74390297
3024 ENSG00000107821 14 10 101061841 101068131
3025 ENSG00000111843 14 6 10722915 10731129
3026 ENSG00000135766 14 1 231363751 231425044
3027 ENSG00000112763 14 6 26457904 26476621
3028 ENSG00000112186 14 6 17393216 17557792
3029 ENSG00000112183 14 6 17281346 17293875
3030 ENSG00000272574 14 1 162593103 162593754
3031 ENSG00000227827 14 16 16356224 16377507
3032 ENSG00000264772 14 17 7572826 7582024
3033 ENSG00000166557 14 15 79311062 79427432
3034 ENSG00000166949 14 15 67063763 67195195
3035 ENSG00000107338 14 9 37919134 38069211
3036 ENSG00000150991 14 12 124911604 124917368
3037 ENSG00000259030 14 1 74198235 74543982
3038 ENSG00000245522 14 11 9754770 9759533
3039 ENSG00000198682 14 10 87659613 87747705
3040 ENSG00000224597 14 10 29409402 29487745
3041 ENSG00000122218 14 1 160289273 160343400
3042 ENSG00000117143 14 1 162561506 162599842
3043 ENSG00000115459 14 2 85354394 85391752
3044 ENSG00000204619 14 6 30066709 30070333
3045 ENSG00000163521 14 2 219236606 219245478
3046 ENSG00000158825 14 1 20588948 20618908
3047 ENSG00000273248 14 10 75408973 75409326
3048 ENSG00000229420 14 NA NA NA
3049 ENSG00000261003 14 6 170414139 170419325
3050 ENSG00000213326 14 17 46721582 46722167
3051 ENSG00000123131 14 X 23664262 23686399
3052 ENSG00000113273 14 5 78777209 78986087
3053 ENSG00000197405 14 19 47290023 47322066
3054 ENSG00000213625 14 1 65420587 65436007
3055 ENSG00000223393 14 1 230874846 230879015
3056 ENSG00000111897 14 6 122443354 122471822
3057 ENSG00000241772 14 2 138569090 138574458
3058 ENSG00000243885 14 3 149384179 149385800
3059 ENSG00000178537 14 3 48856931 48898993
3060 ENSG00000134352 14 5 55935095 55994993
3061 ENSG00000049245 14 1 7771269 7781432
3062 ENSG00000236209 14 2 74919555 74924846
3063 ENSG00000203684 14 1 228164086 228165512
3064 ENSG00000144891 14 3 148697784 148743008
3065 ENSG00000265096 14 17 79019209 79027655
3066 ENSG00000116039 14 2 70935882 70965406
3067 ENSG00000116783 14 1 74235401 74544428
3068 ENSG00000169814 14 3 15601341 15645822
3069 ENSG00000186567 14 19 44662278 44684359
3070 ENSG00000107566 14 10 100150094 100188334
3071 ENSG00000168374 14 3 57571363 57598220
3072 ENSG00000158006 14 1 25959767 25998157
3073 ENSG00000173812 14 17 41688885 41692668
3074 ENSG00000129625 14 5 112876379 112922539
3075 ENSG00000180867 14 1 147178113 147179622
3076 ENSG00000168172 14 8 42896932 43030539
3077 ENSG00000129636 14 16 47154387 47464149
3078 ENSG00000074319 14 11 18468336 18527232
3079 ENSG00000250852 14 NA NA NA
3080 ENSG00000130309 14 19 17555594 17583162
3081 ENSG00000145817 14 5 144158159 144170714
3082 ENSG00000072778 14 17 7217125 7225273
3083 ENSG00000166548 14 16 66508003 66552544
3084 ENSG00000259062 14 14 68979682 68987463
3085 ENSG00000164904 14 5 126531200 126595418
3086 ENSG00000233476 14 7 22510616 22511999
3087 ENSG00000088367 14 20 36091504 36232799
3088 ENSG00000145623 14 5 38845858 38945596
3089 ENSG00000273406 14 1 120076616 120077091
3090 ENSG00000202058 14 22 42565048 42565330
3091 ENSG00000128262 14 22 24251828 24265525
3092 ENSG00000198732 14 14 69854131 70032366
3093 ENSG00000149506 14 11 60867562 60875693
3094 ENSG00000164733 14 8 11842524 11869448
3095 ENSG00000181019 14 16 69706996 69726951
3096 ENSG00000062598 14 20 46366049 46432985
3097 ENSG00000235885 14 2 67086446 67311439
3098 ENSG00000167202 14 15 77984036 78077724
3099 ENSG00000125124 14 16 56466836 56520283
3100 ENSG00000140743 14 16 22345936 22437165
3101 ENSG00000267247 14 18 12230411 12231573
3102 ENSG00000114988 14 2 96705929 96740064
3103 ENSG00000153250 14 2 160272151 160493794
3104 ENSG00000116005 14 2 70257386 70281191
3105 ENSG00000144959 14 3 172630249 172711218
3106 ENSG00000243335 14 7 66628881 66811187
3107 ENSG00000203724 14 1 197902647 197907367
3108 ENSG00000261295 14 X 100673330 100673981
3109 ENSG00000118508 14 6 146543693 146554965
3110 ENSG00000214940 14 16 18317942 18336736
3111 ENSG00000214944 14 5 73626158 73941993
3112 ENSG00000105711 14 19 35030684 35040448
3113 ENSG00000227398 14 3 47164497 47246601
3114 ENSG00000266820 14 17 64749918 64758603
3115 ENSG00000215712 14 6 157289386 157323601
3116 ENSG00000243649 14 6 31945650 31952084
3117 ENSG00000111540 14 12 55973913 55996683
3118 ENSG00000108100 14 10 35247025 35572669
3119 ENSG00000173166 14 2 203394345 203535410
3120 ENSG00000229585 14 4 53986587 53987058
3121 ENSG00000166888 14 12 57095408 57132139
3122 ENSG00000163902 14 3 128619970 128681075
3123 ENSG00000232453 14 1 58882868 58903747
3124 ENSG00000272896 14 9 136791379 136800595
3125 ENSG00000196737 14 NA NA NA
3126 ENSG00000228404 14 21 46185079 46188941
3127 ENSG00000080823 14 14 102224500 102305200
3128 ENSG00000232559 14 7 66554588 66576923
3129 ENSG00000272780 14 17 21532477 21574517
3130 ENSG00000143153 14 1 169105697 169132722
3131 ENSG00000230847 14 5 71074225 71093193
3132 ENSG00000266538 14 17 15530773 15531089
3133 ENSG00000162723 14 1 159951492 159954254
3134 ENSG00000267668 14 NA NA NA
3135 ENSG00000186594 14 17 1711493 1717174
3136 ENSG00000228887 14 19 14070342 14071237
3137 ENSG00000181904 14 5 134845680 134859737
3138 ENSG00000173867 14 15 88459717 88511521
3139 ENSG00000049860 14 5 74640023 74722647
3140 ENSG00000180525 14 10 649948 669581
3141 ENSG00000106823 14 9 92493554 92536655
3142 ENSG00000244044 14 17 66364029 66364320
3143 ENSG00000136240 14 7 6445953 6484242
3144 ENSG00000165868 14 10 116671192 116849741
3145 ENSG00000171462 14 6 43450352 43456632
3146 ENSG00000143870 14 2 10783391 10837977
3147 ENSG00000143878 14 2 20447074 20449445
3148 ENSG00000250889 14 5 75047719 75052843
3149 ENSG00000119977 14 10 95663396 95694143
3150 ENSG00000119979 14 10 119104086 119137984
3151 ENSG00000104419 14 8 133237171 133302022
3152 ENSG00000229356 14 21 44450986 44455284
3153 ENSG00000166685 14 17 73192632 73208507
3154 ENSG00000197746 14 10 71816298 71851375
3155 ENSG00000256390 14 NA NA NA
3156 ENSG00000178429 14 10 84560443 84561263
3157 ENSG00000272992 14 NA NA NA
3158 ENSG00000109079 14 17 28335602 28347009
3159 ENSG00000138640 14 4 88725955 89111398
3160 ENSG00000137845 14 15 58588807 58749978
3161 ENSG00000226986 14 1 211207239 211207897
3162 ENSG00000152684 14 5 52787940 52804046
3163 ENSG00000104331 14 8 56957933 56993844
3164 ENSG00000255893 14 11 94472908 94473570
3165 ENSG00000272414 14 4 76251721 76311129
3166 ENSG00000133812 14 11 9778667 10294207
3167 ENSG00000273131 14 NA NA NA
3168 ENSG00000241104 14 19 43211791 43248646
3169 ENSG00000272226 14 1 58812808 58813342
3170 ENSG00000109686 14 4 151102751 151325632
3171 ENSG00000255094 14 11 27978669 28019575
3172 ENSG00000184206 14 15 84235773 84245368
3173 ENSG00000168710 14 1 109984686 110023741
3174 ENSG00000165006 14 9 34179005 34252523
3175 ENSG00000162384 14 1 53214099 53220617
3176 ENSG00000222041 14 2 87455368 87606805
3177 ENSG00000136867 14 9 113150942 113164137
3178 ENSG00000148677 14 10 90912096 90921276
3179 ENSG00000106004 14 7 27141052 27143668
3180 ENSG00000113732 14 5 172983757 173035445
3181 ENSG00000217258 14 2 10452319 10455552
3182 ENSG00000237596 14 6 135991936 136225751
3183 ENSG00000249465 14 4 109346326 109347459
3184 ENSG00000152256 14 2 172555373 172608669
3185 ENSG00000251350 14 4 44016861 44022063
3186 ENSG00000272142 14 6 5029972 5043449
3187 ENSG00000185978 14 NA NA NA
3188 ENSG00000261372 14 NA NA NA
3189 ENSG00000229222 14 20 49956745 49958032
3190 ENSG00000229227 14 10 46597918 46612154
3191 ENSG00000241935 14 10 97584323 97612802
3192 ENSG00000243130 14 19 43007656 43026512
3193 ENSG00000270917 14 9 120812475 120812845
3194 ENSG00000172738 14 6 37212180 37258155
3195 ENSG00000270005 14 NA NA NA
3196 ENSG00000174194 14 NA NA NA
3197 ENSG00000134333 14 11 18394388 18408425
3198 ENSG00000087086 14 19 48965301 48966878
3199 ENSG00000214562 14 10 87357668 87370695
3200 ENSG00000108582 14 17 30378905 30469989
3201 ENSG00000113971 14 3 132680609 132722442
3202 ENSG00000233559 14 7 130853720 130928649
3203 ENSG00000259244 14 15 84513241 84526949
3204 ENSG00000125875 14 20 435480 462553
3205 ENSG00000255966 14 12 6532290 6533498
3206 ENSG00000272829 14 22 20981361 20981755
3207 ENSG00000237753 14 2 112641832 112645690
3208 ENSG00000229093 14 11 5291761 5292380
3209 ENSG00000111321 14 12 6375045 6391571
3210 ENSG00000226161 14 13 36938400 36939494
3211 ENSG00000120885 14 8 27596917 27615031
3212 ENSG00000242021 14 X 27042907 27176298
3213 ENSG00000232034 14 2 100822661 100847220
3214 ENSG00000258839 14 16 89912119 89920977
3215 ENSG00000235092 14 2 8666636 8681863
3216 ENSG00000018408 14 3 149517235 149736714
3217 ENSG00000231351 14 2 86930250 86930754
3218 ENSG00000197586 14 20 25195693 25226729
3219 ENSG00000120256 14 6 149818798 149864026
3220 ENSG00000187726 14 11 73950319 73970366
3221 ENSG00000167766 14 19 52594060 52690496
3222 ENSG00000173706 14 3 124965710 125055958
3223 ENSG00000127324 14 12 71125085 71441898
3224 ENSG00000090975 14 12 122983480 123150015
3225 ENSG00000235254 14 X 149768897 149771368
3226 ENSG00000236229 14 3 193155456 193157208
3227 ENSG00000168291 15 3 58427630 58433857
3228 ENSG00000244748 15 5 72314397 72314688
3229 ENSG00000198242 15 17 28719393 28724359
3230 ENSG00000248027 15 11 100684162 100687955
3231 ENSG00000237281 15 2 218326889 218357966
3232 ENSG00000129562 15 14 22564905 22589269
3233 ENSG00000240021 15 1 178513077 178548602
3234 ENSG00000224292 15 X 48506523 48508838
3235 ENSG00000260360 15 1 179953184 179954440
3236 ENSG00000261015 15 NA NA NA
3237 ENSG00000204709 15 6 28943877 28944537
3238 ENSG00000257999 15 12 105102472 105107179
3239 ENSG00000272426 15 1 16904339 16904776
3240 ENSG00000251127 15 8 61759094 61765969
3241 ENSG00000185775 15 9 42183659 42189882
3242 ENSG00000237415 15 1 110848077 110848941
3243 ENSG00000270408 15 NA NA NA
3244 ENSG00000157224 15 7 90383721 90513402
3245 ENSG00000265574 15 17 32111562 32112590
3246 ENSG00000189030 15 1 156298624 156299299
3247 ENSG00000138942 15 22 31160183 31207019
3248 ENSG00000259315 15 15 82725873 82738904
3249 ENSG00000271786 15 NA NA NA
3250 ENSG00000250021 15 15 89834308 89912882
3251 ENSG00000177337 15 18 3593732 3598352
3252 ENSG00000267804 15 NA NA NA
3253 ENSG00000101442 15 20 38748442 38772520
3254 ENSG00000233154 15 1 116423724 116478842
3255 ENSG00000261729 15 1 185655002 185657168
3256 ENSG00000203993 15 9 137615332 137618906
3257 ENSG00000203999 15 20 50292720 50314922
3258 ENSG00000241170 15 11 74876286 74920022
3259 ENSG00000163993 15 4 6693069 6697170
3260 ENSG00000269889 15 3 169769649 169772043
3261 ENSG00000246898 15 16 66408524 66412135
3262 ENSG00000254459 15 11 77829654 77872262
3263 ENSG00000269886 15 3 9812762 9813097
3264 ENSG00000134882 15 13 99200774 99386434
